posting_date,job_title,job_url,primary_skill,payment_status,rating_label,client_rating,rating_details,client_spent,spent_label,client_country,payment_type,experience_level,estimated_time_label,project_duration,job_description,skill_1_highlight,skill_1,skill_2,skill_3,proposals_label,proposal_count,skill_4,skill_5,skill_2_highlight,skill_3_highlight,skill_4_highlight,skill_5_highlight,highlight_color_1,highlight_color_2,skill_6,hourly_rate,extracted_skills
last month,Survey: Share your thoughts on using AI agents in your work as a Credit Analyst,https://www.upwork.com/jobs/Survey-Share-your-thoughts-using-agents-your-work-Credit-Analyst_~021905167215587453114/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.94 Stars, based on 123 feedbacks",$1K+,spent,USA,Fixed price,Entry Level,Est. budget:,$5.00,"We are researchers from Stanford University studying Artificial Intelligence (AI). In this study, we’re interested in learning how people across different occupations want AI agents to assist in their work. This survey targets people who work as Credit Analysts or had experience in this area before. Please ensure you satisfy this requirement before you participate in this study.

What are AI agents?

An AI agent refers to a system or program that is capable of autonomously performing certain tasks on behalf of a user or another system by designing its workflow and utilizing available tools.

Why Participate in This Survey?

While there have been many hypes about AI agents, most discussions focus on full automation. It is unclear how these agents could support individual workers and what is the best way of incorporating these agents in users' workflows. Your participation will help us better understand how to develop AI agents that enhance human work in ways that truly benefit workers.

What Will You Do?

This survey consists of three parts:

1. Share your occupation and daily workflow (we make this part of the survey interactive and more engaging - just like a small interview!)

2. Based on your answers in the previous part, you will see specific tasks from your work. For each task, you will need to answer the same set of rating questions.

3. Answer brief demographic questions

The survey will take approximately 10–15 minutes.",,Credit Report,Credit Scoring,,Proposals:,Less than 5,,,,,,,,,,,"['Credit Report', 'Credit Scoring']"
4 weeks ago,We are looking for 25 freelancers to give their feedback!,https://www.upwork.com/jobs/are-looking-for-freelancers-give-their-feedback_~021906713990907981598/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.92 Stars, based on 951 feedbacks",$10K+,spent,USA,Hourly,Entry Level,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are seeking individuals to review website designs and let us know which style you prefer. No prior skills or experience are necessary. This is a simple task that we are hiring for today, and it can be completed within the same day.

Thank you!",,,,,Proposals:,20 to 50,,,,,,,Data Entry,,,,[]
2 weeks ago,Machine Learning Expert for Inventory Forecasting in Small Retail Business,https://www.upwork.com/jobs/Machine-Learning-Expert-for-Inventory-Forecasting-Small-Retail-Business_~021911656482008335721/?referrer_url_path=/nx/search/jobs/,,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $25.00 - $52.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","Hi there,

I’m looking for help building a simple machine learning model to predict inventory needs for a coffee shop using past sales . The project involves:

Cleaning and preparing 

Building a forecasting model (e.g., using Python, scikit-learn, or Prophet)

Explaining the results in simple terms

Skills needed:

Python, machine learning (time series/forecasting)

Experience with pandas, scikit-learn, or similar tools

This is a one-time project, ideally completed in 2–3 weeks. Let me know if you're interested!

Thanks!",data,Machine Learning,Python,,Proposals:,20 to 50,,,data,,,,,,,38.5,"['Python', 'Machine Learning']"
last month,Simple Gig! Product Evaluation Survey - Outdoor Wall Light,https://www.upwork.com/jobs/Simple-Gig-Product-Evaluation-Survey-Outdoor-Wall-Light_~021896761664070943555/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.87 Stars, based on 45 feedbacks",$7K+,spent,United States,Fixed price,Entry Level,Est. budget:,$50.00,"Join our interactive outdoor wall light review where you'll have the chance to test them in real-world settings and share your insights. 

Your feedback will help others make the best choice, so apply now!

Disclosure: According to Upwork ToS, we will make a clarification right here that we have posted the same job position for our task, it means, we have make the same offers to all applicant for current and we are ready to hire more for our project.",,Writing,English,UGC,Proposals:,15 to 20,Home & Garden,Content Creation,,,,,Data Entry,,+2,,"['Home & Garden', 'UGC', '+2', 'Writing', 'Content Creation', 'English']"
4 weeks ago,"Seeking Expert M365 Dev, Power Automate, Power BI Programmer",https://www.upwork.com/jobs/Seeking-Expert-M365-Dev-Power-Automate-Power-Programmer_~021908246421992365732/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.88 Stars, based on 17 feedbacks",$20K+,spent,United States,Hourly: $85.00 - $95.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking a qualified SharePoint, Power Automate, and Power BI developer to automate key reporting functions and improve  workflow efficiency. The primary goal of this engagement is to streamline business operations by reducing manual tasks, increasing visibility into operational metrics, and creating automated dashboards and reporting workflows that support -driven decision-making.
Objectives:
•	Automate internal and external reporting processes.
•	Improve access to real-time operational and financial .
•	Integrate SharePoint as a central hub for workflow and document management.
•	Utilize Power Automate to create streamlined workflows across systems.
•	Develop interactive dashboards and reports using Power BI for different departments",data,API Integration,Business Intelligence,Dashboard,Proposals:,20 to 50,,,data,data,,,Data Modeling,Data Visualization,+4,90.0,"['API Integration', 'Business Intelligence', '+4', 'Dashboard']"
2 weeks ago,Real Estate Ownership Research + Mailing Address Verification (NC Commercial Properties),https://www.upwork.com/jobs/Real-Estate-Ownership-Research-Mailing-Address-Verification-Commercial-Properties_~021911475008345782339/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$1K+,spent,United States,Hourly,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","We’re a fast-growing retail brand expanding our footprint in North Carolina. We’re looking for a detail-oriented researcher who can help us identify accurate property owner names and mailing addresses for commercial properties we provide.

🧾 What You’ll Be Doing:
	•	Lookup owner name + mailing address from public records (Wake County, etc.)
	•	Identify whether each owner is a private individual or entity (LLC, Inc, Trust)
	•	If entity-owned, run a quick NC Secretary of State lookup to get the registered agent name
	•	Verify each mailing address using Smarty (we provide access)
	•	Deliver results in a clean Excel or Google Sheet format

🎯 Must Be:
	•	Experienced with property record research (County GIS, tax assessor, Wakegov)
	•	Familiar with NC Secretary of State lookups
	•	Detail-obsessed (we need accurate mailing addresses for legal mailers)
	

💡 Bonus:
	•	Experience with Smarty, Melissa, PropertyRadar, or PropStream
	•	Real estate background (especially commercial or investor-driven)

Looking for someone we can work with long-term on multiple batches per week. Please include examples of similar research you’ve done.",,Information Literacy,Company Research,Lead Generation,Proposals:,15 to 20,,,,,,,Data Entry,,,,"['Information Literacy', 'Company Research', 'Lead Generation']"
2 quarters ago,Freelance Side Gig: Scan Your Mail,https://www.upwork.com/jobs/Freelance-Side-Gig-Scan-Your-Mail_~021870167067361880789/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.9 out of 5.,4.9,"4.89 Stars, based on 55 feedbacks",$40K+,spent,United States,Fixed price,Entry Level,Est. budget:,$40.00,"We maintain an archived library of sample direct mail advertisements. We need to add new advertisements to this archive every month. This assignment is to collect advertising mail, scan it, and send us the images.

You can collect advertising mail you receive, and you can collect mail from your friends and family.  We can also use business mail advertising, so if you know people who get advertising mail at their business, you can scan that as well.

If interested, you'll need either a desktop scanner or the Microsoft Lens App on your smart phone. (For MS Lens scans; they'll need to be clear, in focus, legible scans with good consistent lighting.)

We provide this archive to advertising agencies for research purposes and for creative inspiration.

This is a long term assignment to become on of our virtual assistant contributors.  We pay each time you send us a batch of scanned images, at least once per month. It requires quality images generated by a desktop scanner.  

For this assignment, we are collecting images of postal mail advertisements, not email.

Earn $40 for every 50 regular scans with a bonus payment for certain types of scans.

Note: Please include your Zip code in your cover letter. This will be important for processing the mail pieces.

We are especially seeking collaborators from:

Orlando, FL
Portland, OR
Indianapolis, INC


Thank you!",,Virtual Assistance,Advertising,,Proposals:,20 to 50,,,,,,,Data Entry,,,,"['Advertising', 'Virtual Assistance']"
4 years ago,Hey I’m looking for a job I’m 15,https://www.upwork.com/jobs/Hey-looking-for-job_~019383e43b142d0f70/?referrer_url_path=/nx/search/jobs/,,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly,Expert,Est. time:,"More than 6 months, Less than 30 hrs/week",I’m really hoping somebody see this thanks  I really need a job I’m 15 need something to do in my house I’m tried of being broke I need something to do instead of asking my mom for it all the time I’m really hoping I can make a lot of money to build my my own house and yea . Nnnmmmnmmmmmmmmmmmmm,,Adobe Photoshop,English,WordPress,Proposals:,Less than 5,Logo Design,Writing,,,,,Data Entry,,+4,,"['Logo Design', 'Adobe Photoshop', 'Writing', '+4', 'WordPress', 'English']"
2 years ago,Freelancer with excellent accuracy,https://www.upwork.com/jobs/span-class-highlight-data-span-Freelancer-with-excellent-accuracy_~018d27f7bf7d1cd66d/?referrer_url_path=/nx/search/jobs/,data,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $20.00 - $30.00,Entry Level,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are looking for a freelancer to process customer and account source documents by reviewing  for deficiencies; resolving discrepancies by using standard procedures or returning incomplete documents to the team leader for resolution.

Requirements:

Ability to multitask with attention to detail and accuracy.

Basic administrative skills.

Must be able to type 45 words per minute.",data,Accuracy Verification,Error Detection,Database,Proposals:,10 to 15,Typing,,,,,,Data Entry,,,25.0,"['Typing', 'Accuracy Verification', 'data', 'Error Detection', 'Database']"
last year,Build AEM landing page with built-in questionnaire,https://www.upwork.com/jobs/Build-AEM-landing-page-with-built-questionnaire_~01da7ca87fc543db51/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 7 feedbacks",$10K+,spent,United States,Hourly: $55.00 - $80.00,Expert,Est. time:,"1 to 3 months, Less than 30 hrs/week","Pursuit is looking for a developer who is detail-oriented and able to take on a short-term project. We are a digital marketing company leading the promotion of a prescription product that is currently on the market. We require a simple AEM landing page to be built with general copy that will be followed by a questionnaire for patients of the product to share their experience.

The landing page will request invited users to answer a series of questions with text-based field answers, submitted one at a time, using a third-party tool such as Qualtrics or another highly-rated app that integrates well with AEM. The  collected and stored must comply with standard privacy regulations, as is typical in the healthcare industry.

The landing page and the 7-question form have already been designed in Adobe XD. We are looking for a skilled individual to implement the design within the AEM platform, QA on staging, and implement and test on the production site. We want to collaborate and be informed at every step of the process, including making recommendations for which survey tool to implement that adheres to standard privacy regulations. We require knowledge and experience in AEM, Adobe Analytics, and survey tools. Experience within the healthcare industry would be highly valued.",data,Adobe XD,Responsive Design,Web Development,Proposals:,Less than 5,CSS,HTML,,,,,,,,67.5,"['Responsive Design', 'CSS', 'Web Development', 'HTML', 'Adobe XD']"
last year,Remote,https://www.upwork.com/jobs/Remote_~01d96f1718b230bb26/?referrer_url_path=/nx/search/jobs/,,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $60.00 - $100.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week",Administrative position open for anyone looking for a flexible and well defined job. Position is open to anyone with basic computer skills. Do well to apply with an updated resume. Thanks!,,Administrative Support,Accuracy Verification,Accounting Basics,Proposals:,5 to 10,Email Communication,,,,,,Data Entry,,,80.0,"['Accounting Basics', 'Email Communication', 'Administrative Support', 'Accuracy Verification']"
4 weeks ago,Dashboard Development for SharePoint  Querying,https://www.upwork.com/jobs/Dashboard-Development-for-SharePoint-span-class-highlight-Data-span-Querying_~021906719376577486484/?referrer_url_path=/nx/search/jobs/,Data,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $15.00 - $35.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking an experienced developer to create a user-friendly dashboard that allows easy querying of  stored in SharePoint, including Excel and GraphQL API's, , the output needs to be professional grade as it will be sent to our clients.  The ideal candidate should have a strong understanding of SharePoint integration and  visualization techniques. Your role will involve designing an intuitive interface and ensuring seamless  retrieval. This work will on going moving forward as this is just phase 1 in this program.  If you have a proven track record in similar projects, we would love to hear from you!",data,JavaScript,Microsoft SharePoint Development,Microsoft SharePoint,Proposals:,Less than 5,SQL,Microsoft SharePoint Designer,data,data,,,,,,25.0,"['JavaScript', 'Microsoft SharePoint Designer', 'Data', 'Microsoft SharePoint Development', 'Microsoft SharePoint', 'SQL']"
4 weeks ago,Opportunity for Independent Entrepreneurs to Make an Impact,https://www.upwork.com/jobs/Opportunity-for-Independent-Entrepreneurs-Make-Impact_~021907078346358653045/?referrer_url_path=/nx/search/jobs/,,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We are seeking independent entrepreneurial individuals who are passionate about making a difference in their communities. If you have innovative ideas and the drive to create meaningful change, we want to hear from you! This is a unique opportunity to collaborate with like-minded individuals and bring your vision to life. Your entrepreneurial spirit is vital in shaping impactful solutions. Join us in creating a better future!",,Business Presentation,Content Writing,,Proposals:,Less than 5,,,,,,,Data Entry,Data Visualization,+6,,"['Content Writing', '+6', 'Business Presentation']"
4 weeks ago,"Entry, Web Research",https://www.upwork.com/jobs/span-class-highlight-Data-span-Entry-Web-Research_~021907793534425387144/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","Looking to pull Email addresses from small business. 

Collect from Ashwaubenon, WI 
This is a smaller area that is part of Green Bay, WI 
Lots of contractors service the area even though they are not near by, also nearby businesses in the greater area will be okay if you run out of emails to pull from Ashwaubenon. 

Find the email for the business, if you can't skip it as this is the most important piece of info. 

Name - Find the first name(s) of the business owner. Include both names of partners - especially husband and wife teams. More than likely the wife is opening the mail! Some places to grab the name are the “About Us” “Our Team” section of the website. Angie’s List is now free and displays the name of the business owner. Of course, manta is a great resource for the owner’s name. The last option is to google, “business name owner.” Some cities have community papers that cover the opening of every new business- owner profile included.
Company - Jot down the name of the business. Leave out the entity info like “Co.” and “LLC” etc. Also drop the extra description the average person would not naturally say in conversation. For example, do not type “Roto-Rooter Plumbing & Drain Service,” write “Roto-Rooter”
Business Type - Notate the company’s main industry or business category.
Description - Write 3-5 words expressing the main qualities of the business's product or services. You don’t have to re-invent the wheel here. A lot of time is spent coming up with a vision for their companies. They know exactly how they want to be perceived by the public. Use their own glowing words from the “About” section of their website or Facebook page. This info will show you know the business and serves as a little under cover sucking up. Pick adjectives that present the business in a positive light. Even if they notice you are parroting their copy, they will also recognize you are familiar with their business and more importantly -their branding. Leave blank if you can't find something to use.
 
Reason - Determine a sensible reason they should participate. Again, check out their website. See what ties they mention having to the neighborhood. Do they mention living or in the area or proudly serving the community for X amount of years? It could be as simple as they have a special offer displayed

Example of how this comes together:

Since you @Reason, we thought @Company might want to feature your @Description to the community.

Since you serve the area, we thought you might want to feature your business to the community

Ideas on where to look:

Neighborhood association website (event sponsors and newsletter ads)
Business Association Website (Member Directory)
Yp.com
BNI
Angie’s List
Yelp
Local Google Search
Zillow
Realtor.com (Both Realtors and Mortgage Brokers)
Thumbtack
Craigslist
Contractor and Licensing Association Websites

List of business Ideas, I don't want large chains or corporations. This has to be smaller local businesses. 

Roofers
Cosmetic Surgery
Real Estate Agents
Dentists
Personal Trainers Therapists
Wedding Planners
Pest Control
Salon
Gyms
Lawyers
Martial Arts Studio 
Med-Spas
Plumbers
Carpet Cleaners
HVAC
Accountant
Photographer
Restaurants
Bar & Grill
Appraiser
Bakery
Bar
Barber Shop
Boutique
Building Consultant
Butcher Shop
Cafe
Carpenter
Carpet Cleaning Service
Carpet Installer
Children’s Party Service
Chimney Services
Chimney Sweep
Cigar Shop
Cleaning Service
Clothing Store
Coffee Shop
Computer Service
Contractor
Custom Home Builder
Day Spa
Dental Clinic
DJ Service
Donut Shop
Electrician
Hair Salon
Interior Designer
Instructors
Landscaper
Massage Therapist
Nanny
Painter
Pet Trainer
Plasterer
Plumber
Real Estate Agents
Tattoo Shop
Taxi Service
Paving
Concrete Install or repair
Deck build or replace
Rental Services
Fences install or repair 
Home Cleaning
Garage door service
Gutters
Windows Cleaning
Tree Service",,List Building,Lead Generation,,Proposals:,10 to 15,,,,,,,Data Entry,Data Mining,+8,,"['Data', 'List Building', '+8', 'Lead Generation']"
4 weeks ago,"VA for LI/Sales Navigator, emails, Excel (math and database usage), and RFP/bid registration.",https://www.upwork.com/jobs/for-Sales-Navigator-emails-Excel-math-and-database-usage-and-RFP-bid-registration_~021908193895329114754/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 2 feedbacks",$100+,spent,United States,Hourly: $17.00 - $25.00,Intermediate,Est. time:,"More than 6 months, Less than 30 hrs/week","Virtual Assistant with Excellent English Skills (Eastern US TimeZone)

NO AGENCIES PLEASE

Key Responsibilities:

Assist in prospecting corporate clients using LinkedIn and other platforms.
Communicate with clients primarily via email and social media (phone communication as needed).
Utilize Microsoft Word, Excel, and PowerPoint to organize and present  effectively.
Learn and utilize LinkedIn Sales Navigator to identify and connect with target accounts.
Help manage client communications, follow-ups, and schedules.

Preferred Qualifications:

Proficient in Microsoft Word, Excel, and PowerPoint. Excel's math functions are important.
Knowledge of LinkedIn and Sales Navigator is a big plus. 
Prior sales experience or customer service experience within Fortune 2000 companies is helpful.
Strong attention to detail and ability to manage multiple tasks simultaneously.
Bid/RFP registration. Getting our company registered as an approved vendor on websites. This is mainly an administrative task only, no need to negotiate, etc. 

Compensation:

Hourly wage.

If you are an organized, tech-savvy, and proactive individual with a drive to excel, this role is for you! Please apply with your resume and a brief description of your relevant experience.

Location: Remote US only  (must be available to work Eastern U.S. TimeZone hours).",data,Microsoft Office,Email Communication,,Proposals:,Less than 5,,,,,,,,,,21.0,"['Microsoft Office', 'Email Communication']"
4 weeks ago,Senior Microsoft Excel Developer – Client-Facing – Remote – EST,https://www.upwork.com/jobs/Senior-Microsoft-Excel-Developer-Client-Facing-Remote-EST_~021907168760058227080/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 4.6 out of 5.,4.6,"4.58 Stars, based on 29 feedbacks",$20K+,spent,United States,Hourly: $45.00 - $60.00,Expert,Est. time:,"More than 6 months, 30+ hrs/week","Our fast-growing Microsoft consulting firm is looking for a top Excel VBA Developer with a diverse industry background to join our team!

You will have the opportunity to work with top experts in the industry on a variety of high-octane projects across many different lines of business. This is the dream engagement for the right person.

Mandatory Expert-Level Skills:
- Excel VBA programming
- Excel formulas
- Excel charting
- Excel dashboards and overall aesthetics
- Large  sets and  analysis
- Experience with clients with streamlining their operations and increasing operational efficiencies

Organization Skills:
- Pay attention to details and capture all requirements.
- Commit to deadlines and delivery schedules.

Ideal Skills:
- Database development experience (Azure, SQL, Access) a plus.
- Industry knowledge (i.e. finance, insurance, banking, construction, manufacturing) is a plus.
- Love working with clients who have technical and non-technical acumen
- Excellent communication skills
- The ability to understand and articulate client requirements

Expectations:
- Committed, reliable, and a team player
- Be available for online Teams meetings during business hours. These meetings are typically scheduled in advance.

PLEASE NOTE: THIS IS FOR US BASED RESOURCES ONLY - NO AGENCIES PLEASE",data,Application Improvement,Desktop Application,Application Integration,Proposals:,5 to 10,Visual Basic for Applications,,data,,,,,,+3,52.5,"['Visual Basic for Applications', 'Application Improvement', 'Desktop Application', '+3', 'Application Integration']"
last month,Generative AI and Prompt Engineering Expert Needed for Proof of Concept Development,https://www.upwork.com/jobs/Generative-and-Prompt-Engineering-Expert-Needed-for-Proof-Concept-Development_~021901691297115599173/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $19.00 - $200.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","We're looking for a skilled professional with expertise in Generative AI and Prompt Engineering to join our project. The ideal candidate should possess significant experience developing AI-driven assistant solutions, large language models, sequence modeling, and dialogue-flow design. You'll play a key role in translating conceptual requirements into functional prototypes, defining technical project scopes, and delivering AI models aligned with our specifications. If you're passionate about engineering sophisticated, human-like chatbot experiences, we'd love to connect.",,AI Model Training Prompt,Artificial Intelligence,Machine Learning,Proposals:,50+,Python,Deep Learning,,,,,Data Science,,+4,109.5,"['Python', 'Machine Learning', 'Artificial Intelligence', 'AI Model Training Prompt', '+4', 'Deep Learning']"
last month,Fractional Systems & Reporting Analyst | Part-Time | HRIS + EMR + Dashboard Integration,https://www.upwork.com/jobs/Fractional-Systems-Reporting-Analyst-Part-Time-HRIS-EMR-Dashboard-Integration_~021905212028420581562/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.99 Stars, based on 11 feedbacks",$4K+,spent,United States,Hourly: $45.00 - $75.00,Intermediate,Est. time:,"1 to 3 months, Less than 30 hrs/week","🔎 Fractional Systems & Reporting Analyst | Part-Time | HRIS + EMR + Dashboard Integration

⸻

Description:

We’re a growing pediatric autism services company looking for a part-time, long-term freelancer to help us build automated dashboards and reports using  from our core systems.

This role is ideal for someone who’s skilled at working across platforms, building visual reports, and automating manual processes for better business visibility.

⸻

What We Need Help With:

We currently use the following systems:
	•	Paylocity (HRIS)
	•	Central Reach (EMR)
	•	Asana / Monday.com (Project Management)

We need a consultant to:
	•	Design and build weekly and daily dashboards for labor utilization, headcount growth, hiring funnel, etc.
	•	Create automated reports and  pulls across these platforms
	•	Set up APIs or middleware tools (Make.com, etc.) to integrate 
	•	Build dashboards in tools like Asana, Tableau or Excel (we use Office 365 on Macbooks)
	•	Document your process for future handoffs

⸻

Ideal Experience:

✅ Experience working with HRIS or EMR  (Paylocity and Central Reach preferred)
✅ Skilled in creating dashboards and visual reports
✅ Comfortable working with APIs, CSV  pulls, or integration tools
✅ Able to collaborate async and ask the right questions to define KPIs
✅ Background in healthcare, service businesses, or startups is a plus

⸻

Project Details:
	•	Estimated Hours: 5–10 hours/week
	•	Length: Ongoing (starting with a 2–3 month engagement)
	•	Location: Remote
	•	Start: ASAP

⸻

To Apply:

Please include:
	•	A brief summary of your relevant experience
	•	Sample dashboards or visual reports you’ve built (screenshots are fine)
	•	Tools and systems you’ve worked with
	•	Your hourly rate and availability

We’re looking to move quickly on this—let us know why you’re a great fit!",data,Operations Analytics,Microsoft Excel,Business Intelligence,Proposals:,20 to 50,Tableau,Asana,data,data,data,data,Data Analysis,,,60.0,"['Business Intelligence', 'Operations Analytics', 'Asana', 'Tableau', 'Microsoft Excel']"
2 months ago,IT Administrative Assistant,https://www.upwork.com/jobs/Administrative-Assistant_~021895166090323741361/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$71,spent,USA,Hourly: $20.00 - $35.00,Intermediate,Est. time:,"3 to 6 months, Less than 30 hrs/week","We are looking for a detail-oriented and highly organized IT professional to assist with department administrative operations. This role focuses on hardware/software purchasing management, software licensing management, budget tracking, project coordination, and general organizational tasks to ensure smooth and efficient department operations.

Responsibilities:
- Assist with software procurement and license management
- Track budgets and expenses related to IT projects
- Coordinate IT-related projects and ensure timely execution
- Manage administrative tasks to support the IT department's overall efficiency

Ideal Candidate:
- Highly organized and detail-oriented
- Experienced in purchase management and budget tracking
- Strong project coordination and administrative skills
- Comfortable handling multiple tasks in a fast-paced environment",,Communications,Administrative Support,Virtual Assistance,Proposals:,5 to 10,Purchasing Management,,,,,,Data Entry,,+1,27.5,"['Purchasing Management', 'Communications', 'Administrative Support', 'Virtual Assistance', '+1']"
2 weeks ago,Identify and compile a list of potential co-hosting opportunities,https://www.upwork.com/jobs/Identify-and-compile-list-potential-hosting-opportunities_~021911911412322897431/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"4.95 Stars, based on 7 feedbacks",$2K+,spent,United States,Hourly,Expert,Est. time:,"3 to 6 months, 30+ hrs/week",Are you a highly organized and resourceful individual with a knack for identifying lucrative co-hosting opportunities? I'm seeking a dedicated freelancer to help me find and secure co-hosting roles!!!,,Lead Generation,Lead Generation Analysis,Prospect List,Proposals:,5 to 10,Topic Research,Market Research,,,,,,,,,"['Lead Generation Analysis', 'Topic Research', 'Lead Generation', 'Prospect List', 'Market Research']"
3 weeks ago,Reformatting Board of Directors Handbook in Word,https://www.upwork.com/jobs/Reformatting-Board-Directors-Handbook-Word_~021910696593343940277/?referrer_url_path=/nx/search/jobs/,,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $19.00 - $50.00,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week","We are seeking a skilled freelancer to reformat our Board of Directors handbook in Microsoft Word. The ideal candidate will ensure the document aligns with our branding, is easy to navigate, and has a professional appearance. Attention to detail is crucial, along with the ability to format headings, tables, and lists effectively. If you have experience with document formatting and are proficient in Word, we would love to hear from you!",,Microsoft Word,Proofreading,Layout Design,Proposals:,15 to 20,,,,,,,Data Entry,,,34.5,"['Layout Design', 'Microsoft Word', 'Proofreading']"
2 weeks ago,"Collecting Businesses, Emails, and phone numbers",https://www.upwork.com/jobs/Collecting-Businesses-Emails-and-phone-numbers_~021912487630569066313/?referrer_url_path=/nx/search/jobs/,,Payment verified,Rating is 5.0 out of 5.,5.0,"5.00 Stars, based on 3 feedbacks",$1K+,spent,United States,Fixed price,Intermediate,Est. budget:,$100.00,"I am looking for someone to build a list of businesses, emails, and phone numbers.",,Contact List,Lead Generation,List Building,Proposals:,10 to 15,Prospect List,,,,,,Data Entry,Data Scraping,,,"['Contact List', 'List Building', 'Lead Generation', 'Prospect List']"
3 weeks ago,Science/ Machine Learning Resume Improvement,https://www.upwork.com/jobs/span-class-highlight-Data-span-Science-Machine-Learning-Resume-Improvement_~021909772605140298914/?referrer_url_path=/nx/search/jobs/,Data,Payment verified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Fixed price,Expert,Est. budget:,$50.00,"I need an expert with IT recruiter or  Science/Machine Learning experience to provide real help in enhancing my resume to get more interview opportunities, not just focus on correcting grammar or using alternative words.",Data,Machine Learning,Resume,Tech & IT,Proposals:,Less than 5,,,,,,,Data Science,,,,"['Data', 'Resume', 'Machine Learning', 'Tech & IT']"
4 weeks ago,AI Developer Needed for Automating  Transfer Between Contractors Cloud and JobNimbus.,https://www.upwork.com/jobs/Developer-Needed-for-Automating-span-class-highlight-Data-span-Transfer-Between-Contractors-Cloud-and-JobNimbus_~021907820302582713989/?referrer_url_path=/nx/search/jobs/,Data,Payment unverified,Rating is 0 out of 5.,0.0,No feedback yet,$0,spent,United States,Hourly: $47.00 - $80.00,Intermediate,Est. time:,"Less than 1 month, Less than 30 hrs/week",We are looking for an experienced AI developer to automate the process of transferring cases from JobNimbus to Contractors Cloud. The goal is to streamline the workflow by creating new cases in Contractors Cloud based on  extracted from JobNimbus without manual intervention.,data,Automation,,,Proposals:,15 to 20,,,,,,,,,,63.5,"['Data', 'Automation']"
